"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","SPID"
"Dendrelaphis pictus","reptile","Squamata","Colubridae",9,"npp.sd",-0.0733295168162446,-0.0734613787755235,0.166666666666667,"SP27"
"Dendrelaphis subocularis","reptile","Squamata","Colubridae",5,"npp.sd",0.4,0.423648930193602,0.5,"SP28"
"Diadophis punctatus","reptile","Squamata","Colubridae",20,"npp.sd",0.0554601712285467,0.0555171384288831,0.0588235294117647,"SP29"
"Lycodon septentrionalis","reptile","Squamata","Colubridae",7,"npp.sd",0.163345960911233,0.164822465249853,0.25,"SP30"
"Dipsosaurus dorsalis","reptile","Squamata","Iguanidae",9,"npp.sd",-0.741765333237864,-0.954392852304035,0.166666666666667,"SP31"
"Elaphe taeniura","reptile","Squamata","Colubridae",6,"npp.sd",0.163993841535355,0.165488178929064,0.333333333333333,"SP32"
"Elgaria coerulea","reptile","Squamata","Anguidae",7,"npp.sd",-0.574602523864693,-0.654367091891314,0.25,"SP33"
"Elgaria multicarinata","reptile","Squamata","Anguidae",23,"npp.sd",0.0268637987943789,0.0268702638032968,0.05,"SP34"
"Plestiodon skiltonianus","reptile","Squamata","Scincidae",9,"npp.sd",0.219426862868128,0.223053900879095,0.166666666666667,"SP35"
"Gambelia wislizenii","reptile","Squamata","Crotaphytidae",8,"npp.sd",0.0852883789573634,0.0854960851883806,0.2,"SP36"
"Gerarda prevostiana","reptile","Squamata","Homalopsidae",6,"npp.sd",0.657142857142857,0.78776818037921,0.333333333333333,"SP37"
"Hemidactylus mabouia","reptile","Squamata","Gekkonidae",16,"npp.sd",-0.125718922450131,-0.126387614867474,0.0769230769230769,"SP38"
"Hypsiglena torquata","reptile","Squamata","Dipsadidae",8,"npp.sd",-0.230611307459002,-0.234835014545662,0.2,"SP39"
"Lampropeltis getula","reptile","Squamata","Colubridae",15,"npp.sd",-0.160714285714286,-0.162119834092789,0.0833333333333333,"SP40"
"Boaedon lineatus","reptile","Squamata","Lamprophiidae",7,"npp.sd",0.11492229240239,0.115432271102291,0.25,"SP41"
"Lycodon aulicus","reptile","Squamata","Colubridae",30,"npp.sd",0.0147124225936813,0.014713484259234,0.037037037037037,"SP42"
"Lycodon zawi","reptile","Squamata","Colubridae",5,"npp.sd",0.6,0.693147180559945,0.5,"SP43"
"Masticophis flagellum","reptile","Squamata","Colubridae",7,"npp.sd",0.321428571428571,0.333239466738892,0.25,"SP44"
"Masticophis lateralis","reptile","Squamata","Colubridae",11,"npp.sd",0.150856201565833,0.152016460788571,0.125,"SP45"
"Masticophis taeniatus","reptile","Squamata","Colubridae",5,"npp.sd",0.2,0.202732554054082,0.5,"SP46"
"Naja kaouthia","reptile","Squamata","Elapidae",5,"npp.sd",-0.476223595842328,-0.518088798876774,0.5,"SP47"
"Nerodia sipedon","reptile","Squamata","Colubridae",7,"npp.sd",0.759725316036603,0.99556511001088,0.25,"SP48"
"Oligodon albocinctus","reptile","Squamata","Colubridae",5,"npp.sd",0.9,1.47221948958322,0.5,"SP49"
"Oligodon cyclurus","reptile","Squamata","Colubridae",9,"npp.sd",-0.201807540714749,-0.204616120488419,0.166666666666667,"SP50"
"Pantherophis obsoletus","reptile","Squamata","Colubridae",21,"npp.sd",0.146560081418412,0.147623179767126,0.0555555555555556,"SP51"
"Pareas carinatus","reptile","Squamata","Pareatidae",5,"npp.sd",-0.708051706882201,-0.883265969508083,0.5,"SP52"
"Pituophis melanoleucus","reptile","Squamata","Colubridae",29,"npp.sd",0.107543599570732,0.107961103650866,0.0384615384615385,"SP53"
"Protobothrops jerdonii","reptile","Squamata","Viperidae",7,"npp.sd",0.321428571428571,0.333239466738892,0.25,"SP54"
"Protobothrops mucrosquamatus","reptile","Squamata","Viperidae",5,"npp.sd",-0.307793505625546,-0.318106167928833,0.5,"SP55"
"Psammodynastes pulverulentus","reptile","Squamata","Lamprophiidae",21,"npp.sd",0.321575631791899,0.333403480115974,0.0555555555555556,"SP56"
"Psammophis condanarus","reptile","Squamata","Psammophiidae",6,"npp.sd",0.240067665780286,0.244845915446348,0.333333333333333,"SP57"
"Pseudoxenodon macrops","reptile","Squamata","Pseudoxenodontidae",5,"npp.sd",0.810166847773745,1.12751438045763,0.5,"SP58"
"Ptyas korros","reptile","Squamata","Colubridae",6,"npp.sd",-0.798974621957983,-1.09577048404856,0.333333333333333,"SP59"
"Ptyas mucosa","reptile","Squamata","Colubridae",5,"npp.sd",0.411112603785436,0.436949382719905,0.5,"SP60"
"Indotyphlops braminus","reptile","Squamata","Typhlopidae",9,"npp.sd",0.287583052739214,0.295929398669394,0.166666666666667,"SP61"
"Rhabdophis himalayanus","reptile","Squamata","Natricidae",7,"npp.sd",0.583035248960066,0.667048819238164,0.25,"SP62"
"Rhabdophis subminiatus","reptile","Squamata","Natricidae",13,"npp.sd",-0.115539903258299,-0.116058193100339,0.1,"SP63"
"Rhinocheilus lecontei","reptile","Squamata","Colubridae",6,"npp.sd",-0.885714285714286,-1.40168019045327,0.333333333333333,"SP64"
"Sceloporus magister","reptile","Squamata","Phrynosomatidae",5,"npp.sd",-0.869626356546304,-1.33154468612051,0.5,"SP65"
"Sceloporus occidentalis","reptile","Squamata","Phrynosomatidae",24,"npp.sd",-0.135666432357536,-0.136508077358601,0.0476190476190476,"SP66"
"Sceloporus undulatus","reptile","Squamata","Phrynosomatidae",6,"npp.sd",0.651561894700225,0.778008055363533,0.333333333333333,"SP67"
"Storeria occipitomaculata","reptile","Squamata","Colubridae",5,"npp.sd",0.7,0.867300527694053,0.5,"SP68"
"Thamnophis atratus","reptile","Squamata","Colubridae",28,"npp.sd",-0.156855779930352,-0.158161523238573,0.04,"SP69"
"Thamnophis couchii","reptile","Squamata","Colubridae",23,"npp.sd",0.349197812303046,0.364529872409741,0.05,"SP70"
"Thamnophis elegans","reptile","Squamata","Colubridae",48,"npp.sd",-0.311327817055719,-0.322015066295798,0.0222222222222222,"SP71"
"Thamnophis hammondii","reptile","Squamata","Colubridae",8,"npp.sd",-0.0678263798431818,-0.0679306777784527,0.2,"SP72"
"Thamnophis proximus","reptile","Squamata","Colubridae",7,"npp.sd",-0.0357142857142857,-0.0357294819910724,0.25,"SP73"
"Thamnophis sirtalis","reptile","Squamata","Colubridae",41,"npp.sd",-0.118192127772614,-0.118747144071327,0.0263157894736842,"SP74"
"Trachylepis maculilabris","reptile","Squamata","Scincidae",5,"npp.sd",0.475,0.516507503091148,0.5,"SP75"
"Trimeresurus albolabris","reptile","Squamata","Viperidae",18,"npp.sd",0.347747666790639,0.362879290980473,0.0666666666666667,"SP76"
"Trimeresurus erythrurus","reptile","Squamata","Viperidae",11,"npp.sd",-0.494654267992235,-0.542203693671814,0.125,"SP77"
"Trimeresurus purpureomaculatus","reptile","Squamata","Viperidae",9,"npp.sd",-0.170525455906436,-0.172207806839793,0.166666666666667,"SP78"
"Uta stansburiana","reptile","Squamata","Phrynosomatidae",12,"npp.sd",-0.0565211500687459,-0.0565814539504645,0.111111111111111,"SP79"
"Xenochrophis piscator","reptile","Squamata","Colubridae",41,"npp.sd",-0.128099522572622,-0.128807185696103,0.0263157894736842,"SP80"
"Xenopeltis unicolor","reptile","Squamata","Xenopeltidae",7,"npp.sd",0.100056861011424,0.100392783426097,0.25,"SP81"
"Acanthis flammea","bird","Passeriformes","Fringillidae",50,"tavg",0.108899960803892,0.109333539003727,0.0212765957446809,"SP1"
"Acanthis hornemanni","bird","Passeriformes","Fringillidae",6,"tavg",-0.674699761452994,-0.819320307252935,0.333333333333333,"SP2"
"Acanthiza apicalis","bird","Passeriformes","Acanthizidae",5,"tavg",0.564288093646835,0.639102423769258,0.5,"SP3"
"Acanthiza katherina","bird","Passeriformes","Acanthizidae",11,"tavg",-0.216924850782255,-0.220426837060225,0.125,"SP4"
"Acanthiza pusilla","bird","Passeriformes","Acanthizidae",7,"tavg",-0.103598052376398,-0.10397108145442,0.25,"SP5"
"Acanthorhynchus tenuirostris","bird","Passeriformes","Meliphagidae",11,"tavg",0.521284249475872,0.57810157976139,0.125,"SP6"
"Accipiter cooperii","bird","Accipitriformes","Accipitridae",139,"tavg",-0.00193817295588915,-0.00193817538281952,0.00735294117647059,"SP7"
"Accipiter gentilis","bird","Accipitriformes","Accipitridae",18,"tavg",-0.107089004861045,-0.107501212463248,0.0666666666666667,"SP8"
"Accipiter poliocephalus","bird","Accipitriformes","Accipitridae",6,"tavg",-0.428571428571429,-0.458145365937078,0.333333333333333,"SP9"
"Accipiter striatus","bird","Accipitriformes","Accipitridae",137,"tavg",0.0577747083103967,0.0578391197518614,0.00746268656716418,"SP10"
"Accipiter tachiro","bird","Accipitriformes","Accipitridae",8,"tavg",-0.31516529872356,-0.326270071013374,0.2,"SP11"
"Acridotheres tristis","bird","Passeriformes","Sturnidae",5,"tavg",0.104058619439118,0.104436667695953,0.5,"SP12"
"Arundinax aedon","bird","Passeriformes","Acrocephalidae",5,"tavg",-0.899978440872384,-1.47210603207655,0.5,"SP13"
"Acrocephalus arundinaceus","bird","Passeriformes","Acrocephalidae",6,"tavg",-0.242126525543755,-0.247031839128023,0.333333333333333,"SP14"
"Acrocephalus scirpaceus","bird","Passeriformes","Acrocephalidae",10,"tavg",0.0411969605158421,0.0412202906282001,0.142857142857143,"SP15"
"Actenoides lindsayi","bird","Coraciiformes","Alcedinidae",5,"tavg",-0.535572058481456,-0.597925926097044,0.5,"SP16"
"Actitis hypoleucos","bird","Charadriiformes","Scolopacidae",10,"tavg",0.417285555631184,0.444400739060863,0.142857142857143,"SP17"
"Actitis macularia","bird","Charadriiformes","Scolopacidae",18,"tavg",0.200752733387411,0.203516774474395,0.0666666666666667,"SP18"
"Adelomyia melanogenys","bird","Apodiformes","Trochilidae",16,"tavg",-0.55886620299578,-0.631182909525355,0.0769230769230769,"SP19"
"Aechmophorus clarkii","bird","Podicipediformes","Podicipedidae",15,"tavg",-0.26576121837502,-0.272297341280192,0.0833333333333333,"SP20"
"Aechmophorus occidentalis","bird","Podicipediformes","Podicipedidae",43,"tavg",-0.483016152910859,-0.526910801825033,0.025,"SP21"
"Aegithalos caudatus","bird","Passeriformes","Aegithalidae",8,"tavg",-0.0577827427608937,-0.0578471811142584,0.2,"SP22"
"Aegithalos concinnus","bird","Passeriformes","Aegithalidae",7,"tavg",0.0226608879815461,0.0226647680854533,0.25,"SP23"
"Aegolius acadicus","bird","Strigiformes","Strigidae",87,"tavg",-0.221677637500395,-0.225419759892481,0.0119047619047619,"SP24"
"Aegolius funereus","bird","Strigiformes","Strigidae",22,"tavg",0.145062259326803,0.146092820554331,0.0526315789473684,"SP25"
"Aeronautes saxatalis","bird","Apodiformes","Apodidae",12,"tavg",-0.344112525226038,-0.358749999915487,0.111111111111111,"SP26"
"Aethopyga gouldiae","bird","Passeriformes","Nectariniidae",6,"tavg",0.242742162810781,0.247685919616478,0.333333333333333,"SP27"
"Aethopyga nipalensis","bird","Passeriformes","Nectariniidae",7,"tavg",-0.0667734598808147,-0.0668729670493697,0.25,"SP28"
"Agapornis roseicollis","bird","Psittaciformes","Psittacidae",5,"tavg",0.642350661798643,0.762165410400875,0.5,"SP29"
"Agelaius phoeniceus","bird","Passeriformes","Icteridae",121,"tavg",-0.230714968053018,-0.234944500386874,0.00847457627118644,"SP30"
"Agelaius tricolor","bird","Passeriformes","Icteridae",5,"tavg",-0.132812640253587,-0.133601913326087,0.5,"SP31"
"Aglaeactis cupripennis","bird","Apodiformes","Trochilidae",13,"tavg",0.0184779936526292,0.0184800971025123,0.1,"SP32"
"Aglaiocercus kingi","bird","Apodiformes","Trochilidae",10,"tavg",-0.447484517430362,-0.481550528782225,0.142857142857143,"SP33"
"Ailuroedus buccoides","bird","Passeriformes","Ptilonorhynchidae",11,"tavg",0.0950710140318678,0.0953590105336338,0.125,"SP34"
"Ailuroedus melanotis","bird","Passeriformes","Ptilonorhynchidae",8,"tavg",-0.061142512328395,-0.0612188755493555,0.2,"SP35"
"Aimophila ruficeps","bird","Passeriformes","Passerellidae",24,"tavg",-0.34659487481219,-0.361568513535979,0.0476190476190476,"SP36"
"Aix sponsa","bird","Anseriformes","Anatidae",27,"tavg",-0.151269753402558,-0.152439670282344,0.0416666666666667,"SP37"
"Alauda arvensis","bird","Passeriformes","Alaudidae",7,"tavg",-0.391311896062463,-0.413348199607791,0.25,"SP38"
"Alcedo atthis","bird","Coraciiformes","Alcedinidae",7,"tavg",-0.654505814571183,-0.783140914063111,0.25,"SP39"
"Ceyx azureus","bird","Coraciiformes","Alcedinidae",8,"tavg",-0.121957873657084,-0.122567983622031,0.2,"SP40"
"Corythornis cristatus","bird","Coraciiformes","Alcedinidae",10,"tavg",-0.747029977169159,-0.966200737170412,0.142857142857143,"SP41"
"Alcedo cyanopectus","bird","Coraciiformes","Alcedinidae",7,"tavg",-0.229118319995671,-0.23325873978213,0.25,"SP42"
"Corythornis leucogaster","bird","Coraciiformes","Alcedinidae",7,"tavg",0.544197885732903,0.610100565660607,0.25,"SP43"
"Alcedo quadribrachys","bird","Coraciiformes","Alcedinidae",7,"tavg",-0.69712859797233,-0.86169237114431,0.25,"SP44"
"Alcippe castaneceps","bird","Passeriformes","Pellorneidae",8,"tavg",-0.0844557753201365,-0.0846574405177411,0.2,"SP45"
"Alcippe morrisonia","bird","Passeriformes","Pellorneidae",10,"tavg",-0.128377553275012,-0.129089865097857,0.142857142857143,"SP46"
"Alcippe davidi","bird","Passeriformes","Pellorneidae",7,"tavg",0.0751799419488151,0.0753220638306225,0.25,"SP47"
"Aleadryas rufinucha","bird","Passeriformes","Corvidae",6,"tavg",-0.732090780240382,-0.933218155197323,0.333333333333333,"SP48"
"Alectoris chukar","bird","Galliformes","Phasianidae",7,"tavg",0.571428571428571,0.64964149206513,0.25,"SP49"
"Alethe diademata","bird","Passeriformes","Muscicapidae",8,"tavg",0.0339043624700213,0.0339173625244219,0.2,"SP50"
"Alethe poliocephala","bird","Passeriformes","Muscicapidae",7,"tavg",0.215922007312041,0.219374712936798,0.25,"SP51"
"Alophoixus bres","bird","Passeriformes","Pycnonotidae",7,"tavg",0.19865278058981,0.201329593351039,0.25,"SP52"
"Alophoixus ochraceus","bird","Passeriformes","Pycnonotidae",5,"tavg",-0.698136120629621,-0.863655171862628,0.5,"SP53"
"Alopochen aegyptiaca","bird","Anseriformes","Anatidae",5,"tavg",-0.189445574247187,-0.191762041893561,0.5,"SP54"
"Amalocichla incerta","bird","Passeriformes","Petroicidae",5,"tavg",-0.645058558177675,-0.76678921849311,0.5,"SP55"
"Amazilia amazilia","bird","Apodiformes","Trochilidae",8,"tavg",-0.354125497413127,-0.370152959564379,0.2,"SP56"
"Amazilia beryllina","bird","Apodiformes","Trochilidae",19,"tavg",0.25860575641867,0.2646136591595,0.0625,"SP57"
"Amazilia candida","bird","Apodiformes","Trochilidae",6,"tavg",-0.369891366939869,-0.388297241762161,0.333333333333333,"SP58"
"Amazilia chionogaster","bird","Apodiformes","Trochilidae",10,"tavg",-0.708252933257627,-0.883669616833313,0.142857142857143,"SP59"
"Amazilia cyanocephala","bird","Apodiformes","Trochilidae",8,"tavg",0.45999203652612,0.497301186814955,0.2,"SP60"
"Amazilia cyanura","bird","Apodiformes","Trochilidae",6,"tavg",0.0220570386443322,0.0220606167005267,0.333333333333333,"SP61"
"Amazilia fimbriata","bird","Apodiformes","Trochilidae",7,"tavg",0.285293522926568,0.29343522846224,0.25,"SP62"
"Amazilia rutila","bird","Apodiformes","Trochilidae",11,"tavg",-0.722753665233259,-0.91338642579879,0.125,"SP63"
"Amazilia tzacatl","bird","Apodiformes","Trochilidae",7,"tavg",0.366848450378334,0.384776579638856,0.25,"SP64"
"Amblycercus holosericeus","bird","Passeriformes","Icteridae",12,"tavg",0.811281443620609,1.13076653406399,0.111111111111111,"SP65"
"Amblyornis macgregoriae","bird","Passeriformes","Ptilonorhynchidae",14,"tavg",-0.0328581692435564,-0.032870002118969,0.0909090909090909,"SP66"
"Amblyospiza albifrons","bird","Passeriformes","Ploceidae",7,"tavg",0.19879221160814,0.201474756972576,0.25,"SP67"
"Amblyramphus holosericeus","bird","Passeriformes","Icteridae",5,"tavg",-0.673125059058674,-0.81643539771525,0.5,"SP68"
"Ammodramus aurifrons","bird","Passeriformes","Passerellidae",8,"tavg",-0.242278450232602,-0.247193231419124,0.2,"SP69"
"Ammodramus caudacutus","bird","Passeriformes","Passerellidae",11,"tavg",0.461876843855148,0.499694474950069,0.125,"SP70"
"Ammodramus humeralis","bird","Passeriformes","Passerellidae",7,"tavg",-0.149693374895178,-0.150826767713351,0.25,"SP71"
"Ammodramus nelsoni","bird","Passeriformes","Passerellidae",5,"tavg",-0.080078715398746,-0.0802505479621024,0.5,"SP72"
"Ammodramus savannarum","bird","Passeriformes","Passerellidae",26,"tavg",-0.132010801242591,-0.132785764848144,0.0434782608695652,"SP73"
"Ampelion rubrocristatus","bird","Passeriformes","Cotingidae",14,"tavg",0.0549826762236793,0.0550381828850684,0.0909090909090909,"SP74"
"Artemisiospiza belli","bird","Passeriformes","Passerellidae",17,"tavg",0.487304333170749,0.532519080478581,0.0714285714285714,"SP75"
"Amphispiza bilineata","bird","Passeriformes","Passerellidae",26,"tavg",-0.615684171904144,-0.71802454912866,0.0434782608695652,"SP76"
"Anabacerthia striaticollis","bird","Passeriformes","Furnariidae",5,"tavg",-0.477882496278458,-0.520236465520364,0.5,"SP77"
"Anairetes flavirostris","bird","Passeriformes","Tyrannidae",12,"tavg",-0.298279153936652,-0.30762963452374,0.111111111111111,"SP78"
"Anairetes nigrocristatus","bird","Passeriformes","Tyrannidae",7,"tavg",-0.274725728322907,-0.281968215167255,0.25,"SP79"
"Anairetes parulus","bird","Passeriformes","Tyrannidae",15,"tavg",0.0626341393037682,0.0627162379515023,0.0833333333333333,"SP80"
"Anairetes reguloides","bird","Passeriformes","Tyrannidae",18,"tavg",-0.39332074328863,-0.415722478442141,0.0666666666666667,"SP81"
"Anas acuta","bird","Anseriformes","Anatidae",7,"tavg",-0.287695666926676,-0.296052170561577,0.25,"SP82"
"Mareca americana","bird","Anseriformes","Anatidae",14,"tavg",-0.484936963361504,-0.529419153503947,0.0909090909090909,"SP83"
"Anas clypeata","bird","Anseriformes","Anatidae",17,"tavg",0.222408757150163,0.226188795484993,0.0714285714285714,"SP84"
"Anas crecca","bird","Anseriformes","Anatidae",16,"tavg",-0.479251044757405,-0.522011556973889,0.0769230769230769,"SP85"
"Anas discors","bird","Anseriformes","Anatidae",6,"tavg",-0.149988022328075,-0.151128182586174,0.333333333333333,"SP86"
"Anas platyrhynchos","bird","Anseriformes","Anatidae",44,"tavg",-0.173060436439351,-0.174819878533864,0.024390243902439,"SP87"
"Anas rubripes","bird","Anseriformes","Anatidae",6,"tavg",-0.318874069608847,-0.330393232577122,0.333333333333333,"SP88"
"Mareca strepera","bird","Anseriformes","Anatidae",9,"tavg",0.365777477072689,0.383539625175181,0.166666666666667,"SP89"
"Anas undulata","bird","Anseriformes","Anatidae",5,"tavg",0.454945484880162,0.490918947031866,0.5,"SP90"
"Andigena hypoglauca","bird","Piciformes","Ramphastidae",6,"tavg",-0.233428969012946,-0.237812993061749,0.333333333333333,"SP91"
"Anisognathus igniventris","bird","Passeriformes","Thraupidae",10,"tavg",0.21004032230773,0.213213529497118,0.142857142857143,"SP92"
"Anisognathus lacrymosus","bird","Passeriformes","Thraupidae",7,"tavg",0.468243269125729,0.507817899070385,0.25,"SP93"
"Anisognathus somptuosus","bird","Passeriformes","Thraupidae",8,"tavg",-0.316853893634643,-0.328146000788962,0.2,"SP94"
"Anthochaera carunculata","bird","Passeriformes","Meliphagidae",7,"tavg",-0.0181848241863325,-0.0181868290841652,0.25,"SP95"
"Anthracothorax dominicus","bird","Apodiformes","Trochilidae",5,"tavg",-0.23964654834354,-0.24439909158487,0.5,"SP96"
"Anthracothorax nigricollis","bird","Apodiformes","Trochilidae",6,"tavg",-0.476490686685923,-0.518434286419658,0.333333333333333,"SP97"
"Anthreptes collaris","bird","Passeriformes","Nectariniidae",19,"tavg",-0.53756980075386,-0.600731386250267,0.0625,"SP98"
"Anthus hodgsoni","bird","Passeriformes","Motacillidae",14,"tavg",-0.639823378457953,-0.757874646212017,0.0909090909090909,"SP99"
"Anthus lutescens","bird","Passeriformes","Motacillidae",6,"tavg",-0.660551909044148,-0.793792132311071,0.333333333333333,"SP100"
"Anthus novaeseelandiae","bird","Passeriformes","Motacillidae",5,"tavg",-0.701646415445623,-0.870536116276782,0.5,"SP101"
