"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmax","sd.npp","sd.npp.sd","rng.tavg","rng.tmax","rng.npp","rng.npp.sd","SPID","migratory"
"Anthus spinoletta","bird","Passeriformes","Motacillidae",7,"tavg",-0.680412849875163,-0.829882389607106,0.25,4.67822096876858,4.08132021185566,0.787762587769047,0.686244408834425,12.3111662864685,10.1107497215271,2.18994748592376,1.95051482319832,"SP104","migratory"
"Anthus trivialis","bird","Passeriformes","Motacillidae",11,"tavg",0.236514047561885,0.241078361027673,0.125,8.55292026447951,8.92476945447617,0.897242735131051,0.803017727102427,29.1359995603561,29.0429990291596,2.49465764313936,2.16339421272278,"SP105","migratory"
"Antrostomus carolinensis","bird","Caprimulgiformes","Caprimulgidae",9,"tavg",-0.153876879872445,-0.155108935203959,0.166666666666667,5.38908892570405,5.77329484563688,0.74670230366383,0.464496639542706,15.3027181625366,16.8347501754761,2.24718683958053,1.57299593091011,"SP106","migratory"
"Antrostomus vociferus","bird","Caprimulgiformes","Caprimulgidae",12,"tavg",-0.297723749043797,-0.307020099975811,0.111111111111111,3.63841142074733,3.69241495446973,0.933333049814716,0.412956019290817,13.1592512130737,13.005666732788,3.13630318641662,1.39489233493805,"SP107","migratory"
"Anumbius annumbi","bird","Passeriformes","Furnariidae",8,"tavg",-0.410198418175569,-0.43584975861852,0.2,2.99150754281832,3.78763682413303,0.828397889229762,0.141550650082386,7.3645839691162,9.5939998626709,2.10441744327545,0.397745788097377,"SP108","resident"
"Apalis flavida","bird","Passeriformes","Cisticolidae",9,"tavg",0.15957509767964,0.16095066092657,0.166666666666667,1.7593821190153,2.36771459206586,0.376121352648566,0.267935320475145,5.3268337249756,6.9930000305176,1.25213158130645,0.747286587953572,"SP109","resident"
"Aphelocoma californica","bird","Passeriformes","Corvidae",59,"tavg",-0.193421969274389,-0.195889709358447,0.0178571428571429,4.06185653523124,3.88433700515135,0.946378866449243,0.466273977303772,23.2554166316986,24.988082408905,3.28236199915409,1.67300648987293,"SP110","resident"
"Aphelocoma ultramarina","bird","Passeriformes","Corvidae",10,"tavg",-0.459275376320194,-0.496392569091437,0.142857142857143,1.59794347446156,2.03036523022915,0.240803269527376,0.216198467765312,5.30283355712893,6.9441661834717,0.645816683769229,0.549801856279373,"SP111","resident"
"Aphriza virgata","bird","Charadriiformes","Scolopacidae",7,"tavg",-0.300801076674368,-0.310400141010425,0.25,10.7443524297472,10.5551089223726,2980.8440981985,10297.0557807577,32.6730823516845,30.1470833420753,7887.47308188677,27243.8582380414,"SP112","migratory"
"Aplonis cantoroides","bird","Passeriformes","Sturnidae",5,"tavg",0.201219430544828,0.204003117672659,0.5,0.812303012252152,0.418433784828931,1.11179879567162,0.297498696529527,1.9512825012207,1.0064105987549,2.93611055612564,0.790292978286742,"SP113","resident"
"Aplonis metallica","bird","Passeriformes","Sturnidae",12,"tavg",0.311463615616126,0.322165446851847,0.111111111111111,0.836223300461087,0.754908944201138,0.965529224074347,0.317347273910288,3.1453475952149,2.996416091919,3.21792489290237,1.12817466259002,"SP114","migratory"
"Aplonis striata","bird","Passeriformes","Sturnidae",5,"tavg",-0.373563978139857,-0.392558717818052,0.5,0.538131327049532,0.423700270223312,0.75904943787192,0.348757342058927,1.1378250122071,1.0793628692627,1.98055720329285,0.882429301738744,"SP115","resident"
"Apus apus","bird","Apodiformes","Apodidae",9,"tavg",-0.385554152031377,-0.406567323487349,0.166666666666667,6.62514099174046,7.07444042367507,0.452012162264217,0.47182905120226,19.9335834980011,19.9045839309692,1.40320381522179,1.37869504094124,"SP116","migratory"
"Aquila chrysaetos","bird","Accipitriformes","Accipitridae",8,"tavg",-0.179643939286989,-0.181614729582263,0.2,3.22760889659398,3.60734487730333,0.589922246230077,0.637271471430732,8.20458412170406,10.0200004577637,1.93226550519467,2.05299045145511,"SP117","migratory"
"Arachnothera longirostra","bird","Passeriformes","Nectariniidae",14,"tavg",0.394500269151038,0.417118640796926,0.0909090909090909,1.21866889401958,1.1993778503686,229.453211079692,796.084759544916,4.1488895416259,3.7874050140381,490.62400341034,1698.40339618922,"SP118","resident"
"Aramides cajanea","bird","Gruiformes","Rallidae",5,"tavg",0.508401721301073,0.560572015133775,0.5,1.2473226627822,1.35416053374324,0.986580400566968,0.13939275133173,3.0635833740234,3.7464160919189,2.48789441585541,0.342936992645265,"SP119","resident"
"Aramus guarauna","bird","Gruiformes","Aramidae",5,"tavg",-0.0999999999999999,-0.100335347731075,0.5,2.83179275370913,2.57835734384366,1.11344674283455,0.237198518158525,6.6716670989991,6.2953338623047,2.76524788141251,0.589971542358399,"SP120","migratory"
"Psittacara leucophthalmus","bird","Psittaciformes","Psittacidae",5,"tavg",-0.3,-0.309519604203112,0.5,2.17892022862518,1.45950845723122,1.04049669073258,0.36851251092521,5.7194061279297,3.4292488098144,2.5691477060318,0.985970437526698,"SP121","resident"
"Archilochus alexandri","bird","Apodiformes","Trochilidae",15,"tavg",0.0739236012970646,0.0740587012820691,0.0833333333333333,4.19645296260899,4.58397248081577,0.49205642093174,0.317032864828909,12.5120840072632,15.5003328323364,1.61608117818832,0.91210415959358,"SP122","migratory"
"Archilochus colubris","bird","Apodiformes","Trochilidae",106,"tavg",-0.0435235456727184,-0.0435510591541715,0.00970873786407767,4.13840872742672,4.22691732786583,0.627692229479899,0.462844595653855,27.4602496623993,25.1920833587647,4.80593928694725,2.16373458504677,"SP123","migratory"
"Ardea alba","bird","Pelecaniformes","Ardeidae",15,"tavg",-0.179671846476731,-0.181643567574692,0.0833333333333333,3.41066740094459,3.95256409591162,0.599537878342235,0.277050688229095,10.8448343276978,12.1942501068116,2.41448330879212,0.841450989246365,"SP124","migratory"
"Ardea herodias","bird","Pelecaniformes","Ardeidae",37,"tavg",0.282675942540519,0.290588026661336,0.0294117647058824,5.02701809836097,5.42377772807131,0.664200650431416,0.539436371384034,18.6750593185425,18.33291721344,2.68225780129433,2.00673063099385,"SP125","migratory"
"Arenaria interpres","bird","Charadriiformes","Scolopacidae",12,"tavg",0.0469453036339744,0.0469798362915551,0.111111111111111,9.64597955660353,10.4367632210185,6984.86216515706,12893.1938795426,33.962908744812,35.2375974655151,24196.9248253703,44664.0992066264,"SP126","migratory"
"Arenaria melanocephala","bird","Charadriiformes","Scolopacidae",5,"tavg",-0.541866538194688,-0.606794228142447,0.5,4.55344980130013,5.64782575601734,0.797389549395864,0.452707381379327,10.264565706253,12.8747673034668,1.86780220270157,1.11553978919983,"SP127","migratory"
"Arremon aurantiirostris","bird","Passeriformes","Passerellidae",5,"tavg",0.915258333032077,1.55900018785408,0.5,1.42333247965159,0.888161209444748,1.10090519991846,0.202311408952519,3.8777503967285,2.381332397461,3.01524531841278,0.497966885566714,"SP128","resident"
"Arremon brunneinucha","bird","Passeriformes","Passerellidae",19,"tavg",0.280020266562717,0.287704063215138,0.0625,3.97919964517998,4.01576595889961,0.900540127577592,0.290324068655208,14.704083442688,14.5671672821045,3.63333714008331,1.21160551905632,"SP129","resident"
"Arremon flavirostris","bird","Passeriformes","Passerellidae",7,"tavg",0.194279517587335,0.196780741021003,0.25,2.62636060672188,2.44840961165085,0.987365439637117,0.271395878878644,7.6673326492309,7.2441673278808,2.72447001934052,0.825047731399538,"SP130","resident"
"Arremon taciturnus","bird","Passeriformes","Passerellidae",8,"tavg",-0.740243693681236,-0.95101826407016,0.2,2.42968871423536,1.89138961416889,0.541440892055112,0.246367806456508,7.3539180755616,5.6479988098144,1.76020550727844,0.640431284904475,"SP131","resident"
"Arremonops rufivirgatus","bird","Passeriformes","Passerellidae",6,"tavg",-0.604066883445022,-0.699526093032129,0.333333333333333,1.95226147375488,1.24248567039118,1.27875361520085,0.160254282814146,4.2684154510498,2.5639171600342,3.4590272307396,0.351157248020172,"SP132","resident"
"Arses telescopthalmus","bird","Passeriformes","Monarchidae",12,"tavg",-0.238316061276891,-0.242988014749002,0.111111111111111,1.61103251369944,1.59042851946051,0.490079394747886,0.221422590762859,4.6687507629395,5.1599998474121,1.89722466468811,0.737356722354891,"SP133","resident"
"Asio flammeus","bird","Strigiformes","Strigidae",43,"tavg",-0.506296360743621,-0.557736879526141,0.025,4.77803242851395,5.42841170898124,0.595722532978139,0.482010781224064,26.0891671180725,28.4297494888306,3.21459592878818,1.89894104003907,"SP134","migratory"
"Asio otus","bird","Strigiformes","Strigidae",57,"tavg",0.0822784713319661,0.0824648972943681,0.0185185185185185,3.37520810004282,3.65075500017786,0.703300724993579,0.485775676022142,18.1046671718359,18.347749710083,4.27758814394474,2.13602769374848,"SP135","migratory"
"Asthenes dorbignyi","bird","Passeriformes","Furnariidae",5,"tavg",-0.321470653838818,-0.333286398612802,0.5,2.26497340366293,2.0721983077597,0.297174132875542,0.147481392006989,6.22383356094364,5.7840003967286,0.830232322216034,0.363744780421257,"SP136","resident"
"Asthenes pudibunda","bird","Passeriformes","Furnariidae",5,"tavg",-0.0163181085597451,-0.0163195571901411,0.5,2.45023648823261,2.66059682659773,0.3255653660218,0.135577100414375,6.461916923523,6.4421663284302,0.754794895648955,0.288003072142601,"SP137","resident"
"Athene cunicularia","bird","Strigiformes","Strigidae",43,"tavg",0.230139124814343,0.234336367314717,0.025,5.18406363193193,4.70730896876721,0.789376110283565,0.342232993409567,18.6477499008179,16.9457502365112,2.82979020476341,1.20812575519085,"SP138","migratory"
"Atlapetes albinucha","bird","Passeriformes","Passerellidae",6,"tavg",-0.185068198920555,-0.187225586831239,0.333333333333333,2.5007142561361,2.90642240185284,0.805317511611565,0.236679108468944,6.9620008468628,8.1954154968262,1.93409466743469,0.539999306201932,"SP139","resident"
"Atlapetes latinuchus","bird","Passeriformes","Passerellidae",7,"tavg",-0.189402511560512,-0.191717376548735,0.25,3.42971273622089,3.07426729983457,0.836948871355049,0.393644730927644,9.17233276367189,8.0455837249756,2.50782930850983,0.91293853521347,"SP140","resident"
"Attila spadiceus","bird","Passeriformes","Tyrannidae",12,"tavg",-0.0345758569887802,-0.0345896452428124,0.111111111111111,2.11761339147033,2.40384495863533,0.918505059389504,0.305997139306632,8.4870834350586,9.0782508850097,3.0407989025116,1.28751242160797,"SP141","resident"
"Aulacorhynchus derbianus","bird","Piciformes","Ramphastidae",5,"tavg",-0.214412785091869,-0.21779222594436,0.5,3.13904614371093,2.9490501931453,0.430055470543248,0.281569218836122,8.5140838623047,8.1256675720215,1.04697823524475,0.709797024726869,"SP142","resident"
"Aulacorhynchus prasinus","bird","Piciformes","Ramphastidae",15,"tavg",-0.322326519413572,-0.334241199499496,0.0833333333333333,3.66839731196483,3.51477984442215,0.893896189568546,0.261634906829079,11.9605007171631,11.4713344573975,2.33869075775146,0.942737400531764,"SP143","resident"
"Aulacorhynchus sulcatus","bird","Piciformes","Ramphastidae",5,"tavg",0.3,0.309519604203112,0.5,1.17525334200085,1.15692396651164,0.743561130618544,0.239325379724136,2.3242416381836,2.9060440063476,1.95950365066529,0.517367362976076,"SP144","resident"
"Auriparus flaviceps","bird","Passeriformes","Remizidae",12,"tavg",-0.295884388095266,-0.305003051042843,0.111111111111111,2.53802983484656,2.75048576024973,0.270462323987832,0.110529258244878,8.656665802002,9.7575836181641,0.741754941642284,0.321610286831856,"SP145","resident"
"Automolus ochrolaemus","bird","Passeriformes","Furnariidae",19,"tavg",0.0908856182733594,0.0911371102068695,0.0625,2.02457326664697,1.68501894682149,0.430055097675584,0.223587008170261,7.7058334350586,6.7311668395996,1.59705376625061,0.7543882727623,"SP146","resident"
"Aythya affinis","bird","Anseriformes","Anatidae",17,"tavg",-0.381264574293204,-0.401538478771328,0.0714285714285714,4.44917805400867,4.85522149565588,0.467714617641477,0.52209478980234,20.6184992790222,22.3516671657562,1.87356579303742,1.99600665271283,"SP147","migratory"
"Aythya americana","bird","Anseriformes","Anatidae",17,"tavg",0.0468470662236511,0.0468813823561216,0.0714285714285714,2.4815138306112,3.01746988875719,0.513003142134327,0.492189762441516,8.74695301055908,8.5091886520386,1.4479820728302,1.48642508685589,"SP148","migratory"
"Aythya collaris","bird","Anseriformes","Anatidae",19,"tavg",0.129202038295924,0.129928256408092,0.0625,5.34040879495401,6.30399221620499,0.718473242577986,0.619290179364258,21.925695747137,25.2973823547363,2.62366306781769,1.99600665271283,"SP149","migratory"
"Aythya marila","bird","Anseriformes","Anatidae",8,"tavg",-0.282967779158976,-0.290905236313506,0.2,3.20511870033447,2.99788932350269,0.438350393339581,0.272790564387376,9.94989460706707,9.65641641616823,1.37512362003326,0.90614408254623,"SP150","migratory"
"Aythya valisineria","bird","Anseriformes","Anatidae",14,"tavg",0.145214876535129,0.146248721855686,0.0909090909090909,2.0776875813951,3.41462263821892,0.624121860996355,0.555878953130098,7.09333324432375,10.8182487487793,2.08639055490493,1.67220491170884,"SP151","migratory"
"Baeolophus atricristatus","bird","Passeriformes","Paridae",12,"tavg",-0.0548010918934323,-0.0548560497655637,0.111111111111111,9.94876229584038,9.60452525655937,0.448616757972536,0.120625344500081,24.613083600998,24.1139154434204,1.23393356800079,0.386088386178016,"SP152","resident"
"Baeolophus bicolor","bird","Passeriformes","Paridae",75,"tavg",-0.363255637529422,-0.380631354468291,0.0138888888888889,5.90102830061131,6.2105486093362,0.490867735783047,0.484860105233688,24.5343339443207,24.8454165458679,2.45395869016647,2.00368517637253,"SP153","resident"
"Baeolophus inornatus","bird","Passeriformes","Paridae",9,"tavg",0.126244399415616,0.126921566393009,0.166666666666667,1.47411655944521,1.26051528825349,0.702930801657811,0.353865239958494,4.9929170608521,3.8099174499512,1.92243611812591,0.921412885189059,"SP154","resident"
"Baeolophus ridgwayi","bird","Passeriformes","Paridae",13,"tavg",0.467678381226303,0.507094622784675,0.1,2.40205554888364,2.41646562543591,0.164031803749037,0.072487129662083,7.6999168395996,8.3249168395996,0.507863521575927,0.242038518190384,"SP155","resident"
"Baillonius bailloni","bird","Piciformes","Ramphastidae",5,"tavg",-0.2,-0.202732554054082,0.5,0.756188430860299,0.694904789325696,0.364468777112058,0.159732988698265,1.8541660308838,1.7251663208008,0.8786027431488,0.41055226325989,"SP156","resident"
"Barnardius zonarius","bird","Psittaciformes","Psittacidae",12,"tavg",-0.697321420151324,-0.862067601164262,0.111111111111111,2.76381681965977,3.47355532686152,1.21251205853205,0.32141947323904,8.4500827789306,11.4742488861084,4.12050221860408,1.16071280837059,"SP157","resident"
"Bartramia longicauda","bird","Charadriiformes","Scolopacidae",16,"tavg",-0.385887020312654,-0.406958372137914,0.0769230769230769,5.58311024439924,4.95233384582142,0.546616317302962,0.251549261161788,23.6940836906433,20.8689174652099,2.49342077970505,1.02448350191116,"SP158","migratory"
"Basileuterus belli","bird","Passeriformes","Parulidae",9,"tavg",-0.472097181591966,-0.512765553246175,0.166666666666667,2.93949532749058,2.98885753712082,0.4469350369722,0.187347024307192,8.7332496643066,8.9038333892822,1.34297776222229,0.66923850774765,"SP159","resident"
"Basileuterus culicivorus","bird","Passeriformes","Parulidae",17,"tavg",0.349843043659384,0.365264897841924,0.0714285714285714,2.52318220970402,2.57523864006585,1.16245095697264,0.343938646916278,10.7758331298828,10.5900001525879,3.73410475254059,1.08499345183373,"SP160","resident"
"Basileuterus lachrymosus","bird","Passeriformes","Parulidae",8,"tavg",0.481754838504898,0.525266975513201,0.2,1.31061561347648,1.61908550333905,0.81941075891094,0.153952004267376,3.9143333435058,4.3779163360596,2.23196244239807,0.404792904853821,"SP161","migratory"
"Basileuterus rivularis","bird","Passeriformes","Parulidae",10,"tavg",-0.498344415465464,-0.547101128437215,0.142857142857143,2.43223506630495,1.67802884686033,0.869173874468189,0.179867350275233,5.7830829620361,4.2949161529541,2.8156054019928,0.565229773521425,"SP162","resident"
"Basileuterus rufifrons","bird","Passeriformes","Parulidae",12,"tavg",0.0481190872507768,0.0481562779906818,0.111111111111111,1.63109205892906,1.32473906138546,0.726474801732778,0.216743055355673,5.2697505950928,4.4479999542237,2.15164303779602,0.689020693302153,"SP163","resident"
"Basileuterus tristriatus","bird","Passeriformes","Parulidae",10,"tavg",-0.159144478509411,-0.160508820983954,0.142857142857143,3.3535642650857,3.12181730350538,1.00696143699413,0.349306749957447,11.5298328399659,10.3876667022705,3.65269303321839,1.18727487325669,"SP164","resident"
"Batis capensis","bird","Passeriformes","Platysteiridae",5,"tavg",0.863945888365619,1.30869913935495,0.5,2.04578271333737,2.46538283007611,0.888969713792694,0.303216070719448,5.3215827941895,6.369083404541,2.24850261211395,0.850807756185536,"SP165","resident"
