"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","search_string","dupli","SPID"
"Bombycilla cedrorum","bird","Passeriformes","Bombycillidae",161,"tavg",-0.0786423120172547,-0.0788050403873288,0.00632911392405063,NA,"Bombycilla cedrorumtavg","SP170"
"Bombycilla garrulus","bird","Passeriformes","Bombycillidae",22,"tavg",-0.09094025244182,-0.0911921996989102,0.0526315789473684,NA,"Bombycilla garrulustavg","SP171"
"Bonasa umbellus","bird","Galliformes","Phasianidae",77,"tavg",0.0954892707099492,0.0957810990667585,0.0135135135135135,NA,"Bonasa umbellustavg","SP172"
"Botaurus lentiginosus","bird","Pelecaniformes","Ardeidae",5,"tavg",0.5,0.549306144334055,0.5,NA,"Botaurus lentiginosustavg","SP173"
"Brachypteryx montana","bird","Passeriformes","Muscicapidae",6,"tavg",0.204587797127281,0.20751611793403,0.333333333333333,NA,"Brachypteryx montanatavg","SP174"
"Bradornis pallidus","bird","Passeriformes","Muscicapidae",6,"tavg",-0.605363533304685,-0.701570253383886,0.333333333333333,NA,"Bradornis pallidustavg","SP175"
"Branta bernicla","bird","Anseriformes","Anatidae",6,"tavg",0.714285714285714,0.895879734614028,0.333333333333333,NA,"Branta berniclatavg","SP176"
"Branta canadensis","bird","Anseriformes","Anatidae",44,"tavg",-0.393690297546344,-0.416159741386331,0.024390243902439,NA,"Branta canadensistavg","SP177"
"Branta hutchinsii","bird","Anseriformes","Anatidae",8,"tavg",0.627599838910011,0.737446369589148,0.2,NA,"Branta hutchinsiitavg","SP178"
"Brotogeris cyanoptera","bird","Psittaciformes","Psittacidae",5,"tavg",0.359416291138839,0.376215441558753,0.5,NA,"Brotogeris cyanopteratavg","SP179"
"Bubo scandiacus","bird","Strigiformes","Strigidae",30,"tavg",-0.421460970144979,-0.449467231104247,0.037037037037037,NA,"Bubo scandiacustavg","SP180"
"Bubo virginianus","bird","Strigiformes","Strigidae",213,"tavg",-0.181320199033091,-0.183347430399247,0.00476190476190476,NA,"Bubo virginianustavg","SP181"
"Bucephala albeola","bird","Anseriformes","Anatidae",20,"tavg",-0.0841700962161286,-0.0843697160732663,0.0588235294117647,NA,"Bucephala albeolatavg","SP182"
"Bucephala clangula","bird","Anseriformes","Anatidae",10,"tavg",0.535756662920879,0.598184815230284,0.142857142857143,NA,"Bucephala clangulatavg","SP183"
"Burhinus capensis","bird","Charadriiformes","Burhinidae",5,"tavg",0.153896752812773,0.155129290173418,0.5,NA,"Burhinus capensistavg","SP184"
"Buteo jamaicensis","bird","Accipitriformes","Accipitridae",139,"tavg",0.0343260882018887,0.0343395796593976,0.00735294117647059,NA,"Buteo jamaicensistavg","SP185"
"Buteo lagopus","bird","Accipitriformes","Accipitridae",23,"tavg",0.0770750988142292,0.0772282684971733,0.05,NA,"Buteo lagopustavg","SP186"
"Buteo lineatus","bird","Accipitriformes","Accipitridae",37,"tavg",-0.103482770084933,-0.103854549872389,0.0294117647058824,NA,"Buteo lineatustavg","SP187"
"Buteo magnirostris","bird","Accipitriformes","Accipitridae",8,"tavg",-0.251501515001784,-0.257015070806355,0.2,NA,"Buteo magnirostristavg","SP188"
"Buteo platypterus","bird","Accipitriformes","Accipitridae",21,"tavg",0.186424173521758,0.188630016824421,0.0555555555555556,NA,"Buteo platypterustavg","SP189"
"Buteo regalis","bird","Accipitriformes","Accipitridae",18,"tavg",-0.0717088921684272,-0.0718321857805709,0.0666666666666667,NA,"Buteo regalistavg","SP190"
"Buteo swainsoni","bird","Accipitriformes","Accipitridae",21,"tavg",-0.351547447517531,-0.367208318172398,0.0555555555555556,NA,"Buteo swainsonitavg","SP191"
"Buthraupis montana","bird","Passeriformes","Thraupidae",9,"tavg",-0.066438787760707,-0.0665368035786053,0.166666666666667,NA,"Buthraupis montanatavg","SP192"
"Butorides striata","bird","Pelecaniformes","Ardeidae",25,"tavg",0.0825263996486025,0.082714520594811,0.0454545454545455,NA,"Butorides striatatavg","SP193"
"Cacicus cela","bird","Passeriformes","Icteridae",7,"tavg",0.166680903670878,0.168250762122107,0.25,NA,"Cacicus celatavg","SP194"
"Cacicus chrysonotus","bird","Passeriformes","Icteridae",7,"tavg",0.644897686212048,0.766513754314346,0.25,NA,"Cacicus chrysonotustavg","SP195"
"Cacicus chrysopterus","bird","Passeriformes","Icteridae",6,"tavg",-0.243428671965377,-0.248415542609072,0.333333333333333,NA,"Cacicus chrysopterustavg","SP196"
"Cacicus haemorrhous","bird","Passeriformes","Icteridae",5,"tavg",-0.630374935174772,-0.74203806768791,0.5,NA,"Cacicus haemorrhoustavg","SP197"
"Cacicus solitarius","bird","Passeriformes","Icteridae",6,"tavg",-0.371104989935263,-0.389703964295127,0.333333333333333,NA,"Cacicus solitariustavg","SP198"
"Cacomantis castaneiventris","bird","Cuculiformes","Cuculidae",9,"tavg",-0.786227985319871,-1.06147565473778,0.166666666666667,NA,"Cacomantis castaneiventristavg","SP199"
"Cacomantis variolosus","bird","Cuculiformes","Cuculidae",5,"tavg",-0.571764540061248,-0.650140496870176,0.5,NA,"Cacomantis variolosustavg","SP200"
"Calamospiza melanocorys","bird","Passeriformes","Passerellidae",27,"tavg",-0.149120196575319,-0.150240502537469,0.0416666666666667,NA,"Calamospiza melanocorystavg","SP201"
"Alaudala cheleensis","bird","Passeriformes","Alaudidae",8,"tavg",0.459577422370843,0.496775425692638,0.2,"calandrella cheleensis","Alaudala cheleensistavg","SP202"
"Calcarius lapponicus","bird","Passeriformes","Calcariidae",17,"tavg",0.00160427159558657,0.00160427297188654,0.0714285714285714,NA,"Calcarius lapponicustavg","SP203"
"Calcarius ornatus","bird","Passeriformes","Calcariidae",13,"tavg",-0.369254956203782,-0.38756015672567,0.1,NA,"Calcarius ornatustavg","SP204"
"Calidris acuminata","bird","Charadriiformes","Scolopacidae",5,"tavg",-0.0379224152938303,-0.0379406098588114,0.5,NA,"Calidris acuminatatavg","SP205"
"Calidris alba","bird","Charadriiformes","Scolopacidae",26,"tavg",-0.445650310893592,-0.479259423028044,0.0434782608695652,NA,"Calidris albatavg","SP206"
"Calidris alpina","bird","Charadriiformes","Scolopacidae",31,"tavg",-0.418626573320971,-0.446025599666646,0.0357142857142857,NA,"Calidris alpinatavg","SP207"
"Calidris bairdii","bird","Charadriiformes","Scolopacidae",17,"tavg",0.201472851222184,0.204267246192778,0.0714285714285714,NA,"Calidris bairdiitavg","SP208"
"Calidris canutus","bird","Charadriiformes","Scolopacidae",6,"tavg",0.122699964531335,0.12332134815438,0.333333333333333,NA,"Calidris canutustavg","SP209"
"Calidris fuscicollis","bird","Charadriiformes","Scolopacidae",13,"tavg",-0.564427095377259,-0.639306388007349,0.1,NA,"Calidris fuscicollistavg","SP210"
"Calidris mauri","bird","Charadriiformes","Scolopacidae",18,"tavg",0.206371008288088,0.209377939087525,0.0666666666666667,NA,"Calidris mauritavg","SP211"
"Calidris melanotos","bird","Charadriiformes","Scolopacidae",20,"tavg",-0.311118978515505,-0.321783830228095,0.0588235294117647,NA,"Calidris melanotostavg","SP212"
"Calidris minuta","bird","Charadriiformes","Scolopacidae",6,"tavg",-0.507501235065707,-0.559358397510185,0.333333333333333,NA,"Calidris minutatavg","SP213"
"Calidris minutilla","bird","Charadriiformes","Scolopacidae",29,"tavg",-0.254360653602557,-0.260069624481119,0.0384615384615385,NA,"Calidris minutillatavg","SP214"
"Calidris pusilla","bird","Charadriiformes","Scolopacidae",22,"tavg",-0.048449115167534,-0.0484870771204861,0.0526315789473684,NA,"Calidris pusillatavg","SP215"
"Callipepla californica","bird","Galliformes","Odontophoridae",63,"tavg",-0.447158661893087,-0.481143160159525,0.0166666666666667,NA,"Callipepla californicatavg","SP216"
"Callipepla gambelii","bird","Galliformes","Odontophoridae",15,"tavg",-0.448266117498836,-0.482528252874951,0.0833333333333333,NA,"Callipepla gambeliitavg","SP217"
"Callipepla squamata","bird","Galliformes","Odontophoridae",6,"tavg",-0.428571428571429,-0.458145365937078,0.333333333333333,NA,"Callipepla squamatatavg","SP218"
"Calypte anna","bird","Apodiformes","Trochilidae",58,"tavg",-0.0458079233758482,-0.0458400043700746,0.0181818181818182,NA,"Calypte annatavg","SP219"
"Calypte costae","bird","Apodiformes","Trochilidae",13,"tavg",0.136965851519922,0.137832099826795,0.1,NA,"Calypte costaetavg","SP220"
"Camaroptera brachyura","bird","Passeriformes","Cisticolidae",9,"tavg",-0.949594568128078,-1.82763888582685,0.166666666666667,NA,"Camaroptera brachyuratavg","SP221"
"Camaroptera brevicaudata","bird","Passeriformes","Cisticolidae",30,"tavg",0.110074694800386,0.110522526096581,0.037037037037037,NA,"Camaroptera brevicaudatatavg","SP222"
"Camaroptera chloronota","bird","Passeriformes","Cisticolidae",7,"tavg",0.238584930121968,0.243273092742926,0.25,NA,"Camaroptera chloronotatavg","SP223"
"Campephaga phoenicea","bird","Passeriformes","Campephagidae",8,"tavg",0.4175280054968,0.444694343096501,0.2,NA,"Campephaga phoeniceatavg","SP224"
"Campephilus rubricollis","bird","Piciformes","Picidae",9,"tavg",0.314511422600537,0.325544249063653,0.166666666666667,NA,"Campephilus rubricollistavg","SP225"
"Campethera abingoni","bird","Piciformes","Picidae",7,"tavg",-0.406006597410593,-0.430820276068323,0.25,NA,"Campethera abingonitavg","SP226"
"Campethera cailliautii","bird","Piciformes","Picidae",7,"tavg",0.013545357072751,0.013546185583091,0.25,NA,"Campethera cailliautiitavg","SP227"
"Campethera caroli","bird","Piciformes","Picidae",5,"tavg",0.86917551217894,1.32969803639333,0.5,NA,"Campethera carolitavg","SP228"
"Campethera nivosa","bird","Piciformes","Picidae",9,"tavg",0.667813606855987,0.80678629683822,0.166666666666667,NA,"Campethera nivosatavg","SP229"
"Camptostoma obsoletum","bird","Passeriformes","Tyrannidae",20,"tavg",0.174389082834143,0.17618987195698,0.0588235294117647,NA,"Camptostoma obsoletumtavg","SP230"
"Campylopterus hemileucurus","bird","Apodiformes","Trochilidae",16,"tavg",0.514660715291948,0.569049270049632,0.0769230769230769,NA,"Campylopterus hemileucurustavg","SP231"
"Campylopterus largipennis","bird","Apodiformes","Trochilidae",16,"tavg",0.0870071481555937,0.0872277059402567,0.0769230769230769,NA,"Campylopterus largipennistavg","SP232"
"Campylopterus rufus","bird","Apodiformes","Trochilidae",6,"tavg",0.63490292208597,0.749587710795153,0.333333333333333,NA,"Campylopterus rufustavg","SP233"
"Campylorhamphus trochilirostris","bird","Passeriformes","Furnariidae",9,"tavg",0.383235986718876,0.403847237356652,0.166666666666667,NA,"Campylorhamphus trochilirostristavg","SP234"
"Campylorhynchus brunneicapillus","bird","Passeriformes","Troglodytidae",13,"tavg",-0.0753619860315788,-0.0755051452013245,0.1,NA,"Campylorhynchus brunneicapillustavg","SP235"
"Campylorhynchus fasciatus","bird","Passeriformes","Troglodytidae",5,"tavg",-0.601978917910462,-0.696244996864891,0.5,NA,"Campylorhynchus fasciatustavg","SP236"
"Campylorhynchus rufinucha","bird","Passeriformes","Troglodytidae",5,"tavg",-0.770809441396549,-1.02231912069689,0.5,NA,"Campylorhynchus rufinuchatavg","SP237"
"Thryothorus leucotis","bird","Passeriformes","Troglodytidae",5,"tavg",-0.683626477723048,-0.835890907781648,0.5,"cantorchilus leucotis","Thryothorus leucotistavg","SP238"
"Thryothorus modestus","bird","Passeriformes","Troglodytidae",24,"tavg",0.611656327668489,0.711563501547339,0.0476190476190476,"cantorchilus modestus","Thryothorus modestustavg","SP239"
"Capito auratus","bird","Piciformes","Capitonidae",5,"tavg",-0.67060062156259,-0.811833781796647,0.5,NA,"Capito auratustavg","SP240"
"Capito niger","bird","Piciformes","Capitonidae",5,"tavg",0.928310602474491,1.64602834955942,0.5,NA,"Capito nigertavg","SP241"
"Caprimulgus climacurus","bird","Caprimulgiformes","Caprimulgidae",5,"tavg",0.0422913237547194,0.04231656431462,0.5,NA,"Caprimulgus climacurustavg","SP242"
"Caprimulgus europaeus","bird","Caprimulgiformes","Caprimulgidae",8,"tavg",-0.530400612990218,-0.590702427750425,0.2,NA,"Caprimulgus europaeustavg","SP243"
"Caprimulgus rufigena","bird","Caprimulgiformes","Caprimulgidae",5,"tavg",0.018020419704521,0.0180223707081637,0.5,NA,"Caprimulgus rufigenatavg","SP244"
"Capsiempis flaveola","bird","Passeriformes","Tyrannidae",6,"tavg",0.416726193807722,0.443723632505569,0.333333333333333,NA,"Capsiempis flaveolatavg","SP245"
"Cardellina rubrifrons","bird","Passeriformes","Parulidae",14,"tavg",-0.336258918230854,-0.349868500027026,0.0909090909090909,NA,"Cardellina rubrifronstavg","SP246"
"Cardinalis cardinalis","bird","Passeriformes","Cardinalidae",128,"tavg",-0.172008020062142,-0.17373517244851,0.008,NA,"Cardinalis cardinalistavg","SP247"
"Cardinalis sinuatus","bird","Passeriformes","Cardinalidae",7,"tavg",0.323290919863311,0.335317786305,0.25,NA,"Cardinalis sinuatustavg","SP248"
"Carduelis carduelis","bird","Passeriformes","Fringillidae",10,"tavg",-0.420134709963595,-0.447855597130498,0.142857142857143,NA,"Carduelis carduelistavg","SP249"
"Chloris chloris","bird","Passeriformes","Fringillidae",17,"tavg",-0.31900242530988,-0.330536123358123,0.0714285714285714,"carduelis chloris","Chloris chloristavg","SP250"
"Haemorhous cassinii","bird","Passeriformes","Fringillidae",45,"tavg",-0.119304421978691,-0.119875347367428,0.0238095238095238,"carpodacus cassinii","Haemorhous cassiniitavg","SP251"
"Carpodacus erythrinus","bird","Passeriformes","Fringillidae",19,"tavg",0.331451844826526,0.344458404939482,0.0625,NA,"Carpodacus erythrinustavg","SP252"
"Haemorhous mexicanus","bird","Passeriformes","Fringillidae",138,"tavg",-0.231228247830316,-0.235486705683871,0.00740740740740741,"carpodacus mexicanus","Haemorhous mexicanustavg","SP253"
"Haemorhous purpureus","bird","Passeriformes","Fringillidae",59,"tavg",-0.271585058978565,-0.278574309716451,0.0178571428571429,"carpodacus purpureus","Haemorhous purpureustavg","SP254"
"Casiornis rufus","bird","Passeriformes","Tyrannidae",6,"tavg",-0.0737380496510714,-0.0738721326516427,0.333333333333333,NA,"Casiornis rufustavg","SP255"
"Catamblyrhynchus diadema","bird","Passeriformes","Thraupidae",10,"tavg",0.689616808219668,0.84722470242924,0.142857142857143,NA,"Catamblyrhynchus diadematavg","SP256"
"Catamenia analis","bird","Passeriformes","Thraupidae",19,"tavg",-0.342192702903333,-0.356573937081463,0.0625,NA,"Catamenia analistavg","SP257"
"Catamenia inornata","bird","Passeriformes","Thraupidae",12,"tavg",-0.509788944668186,-0.562444562380441,0.111111111111111,NA,"Catamenia inornatatavg","SP258"
"Cathartes aura","bird","Cathartiformes","Cathartidae",34,"tavg",-0.256009285352674,-0.261833092677527,0.032258064516129,NA,"Cathartes auratavg","SP259"
"Cathartes burrovianus","bird","Cathartiformes","Cathartidae",6,"tavg",-0.559873047319284,-0.63264825144642,0.333333333333333,NA,"Cathartes burrovianustavg","SP260"
"Catharus aurantiirostris","bird","Passeriformes","Turdidae",10,"tavg",0.192046532395707,0.19446120842199,0.142857142857143,NA,"Catharus aurantiirostristavg","SP261"
"Catharus dryas","bird","Passeriformes","Turdidae",5,"tavg",0.472265583984092,0.512982274863578,0.5,NA,"Catharus dryastavg","SP262"
"Catharus frantzii","bird","Passeriformes","Turdidae",11,"tavg",-0.101958803746994,-0.102314331517153,0.125,NA,"Catharus frantziitavg","SP263"
"Catharus fuscater","bird","Passeriformes","Turdidae",7,"tavg",-0.614809473713284,-0.716617085207085,0.25,NA,"Catharus fuscatertavg","SP264"
"Catharus fuscescens","bird","Passeriformes","Turdidae",33,"tavg",0.0403168590306572,0.0403387246939081,0.0333333333333333,NA,"Catharus fuscescenstavg","SP265"
"Catharus guttatus","bird","Passeriformes","Turdidae",132,"tavg",-0.579169161592262,-0.661211598346837,0.00775193798449612,NA,"Catharus guttatustavg","SP266"
"Catharus minimus","bird","Passeriformes","Turdidae",42,"tavg",0.280404888273794,0.288121458424517,0.0256410256410256,NA,"Catharus minimustavg","SP267"
"Catharus ustulatus","bird","Passeriformes","Turdidae",128,"tavg",-0.318694998093869,-0.330193904643341,0.008,NA,"Catharus ustulatustavg","SP268"
"Catherpes mexicanus","bird","Passeriformes","Troglodytidae",9,"tavg",0.161430737785958,0.162855369182042,0.166666666666667,NA,"Catherpes mexicanustavg","SP269"
"Cecropis daurica","bird","Passeriformes","Hirundinidae",5,"tavg",0.146191571675581,0.147246601497875,0.5,NA,"Cecropis dauricatavg","SP270"
"Celeus elegans","bird","Piciformes","Picidae",10,"tavg",0.132292363854812,0.133072332084288,0.142857142857143,NA,"Celeus eleganstavg","SP271"
"Celeus undatus","bird","Piciformes","Picidae",5,"tavg",-0.210539450908991,-0.213735751737721,0.5,NA,"Celeus undatustavg","SP272"
"Centrocercus urophasianus","bird","Galliformes","Phasianidae",13,"tavg",0.0327285439285306,0.0327402372540754,0.1,NA,"Centrocercus urophasianustavg","SP273"
"Centropus superciliosus","bird","Cuculiformes","Cuculidae",5,"tavg",-0.781158606745592,-1.04833604924397,0.5,NA,"Centropus superciliosustavg","SP274"
"Cercomacra tyrannina","bird","Passeriformes","Thamnophilidae",11,"tavg",-0.542627774155579,-0.607872515085195,0.125,"cercomacroides tyrannina","Cercomacra tyranninatavg","SP275"
"Certhia americana","bird","Passeriformes","Certhiidae",53,"tavg",-0.0534051350157484,-0.053455994490415,0.02,NA,"Certhia americanatavg","SP276"
"Certhia brachydactyla","bird","Passeriformes","Certhiidae",5,"tavg",-0.925011969592877,-1.62267947922242,0.5,NA,"Certhia brachydactylatavg","SP277"
"Certhia familiaris","bird","Passeriformes","Certhiidae",10,"tavg",-0.00848346749965681,-0.00848367102462732,0.142857142857143,NA,"Certhia familiaristavg","SP278"
"Certhiaxis cinnamomeus","bird","Passeriformes","Furnariidae",10,"tavg",-0.308535932034891,-0.318926497383525,0.142857142857143,NA,"Certhiaxis cinnamomeustavg","SP279"
"Cettia cetti","bird","Passeriformes","Scotocercidae",6,"tavg",-0.126704867992148,-0.127389520290733,0.333333333333333,NA,"Cettia cettitavg","SP280"
"Cettia fortipes","bird","Passeriformes","Sylviidae",5,"tavg",-0.536822808399033,-0.599681384358267,0.5,NA,"Cettia fortipestavg","SP281"
"Cettia ruficapilla","bird","Passeriformes","Scotocercidae",7,"tavg",0.0782827132585838,0.0784432140895849,0.25,NA,"Cettia ruficapillatavg","SP282"
"Ceuthmochares aereus","bird","Cuculiformes","Cuculidae",5,"tavg",0.1,0.100335347731076,0.5,NA,"Ceuthmochares aereustavg","SP283"
"Ceyx lepidus","bird","Coraciiformes","Alcedinidae",22,"tavg",0.0854900968915326,0.0856992847164388,0.0526315789473684,NA,"Ceyx lepidustavg","SP284"
"Ceyx melanurus","bird","Coraciiformes","Alcedinidae",7,"tavg",0.13392710850479,0.134736564334593,0.25,NA,"Ceyx melanurustavg","SP285"
"Chaetorhynchus papuensis","bird","Passeriformes","Rhipiduridae",9,"tavg",0.0273077077663963,0.0273144986902381,0.166666666666667,NA,"Chaetorhynchus papuensistavg","SP286"
"Chaetura pelagica","bird","Caprimulgiformes","Apodidae",24,"tavg",0.0496719197689332,0.0497128321881004,0.0476190476190476,NA,"Chaetura pelagicatavg","SP287"
"Chaetura spinicaudus","bird","Caprimulgiformes","Apodidae",7,"tavg",0.363425140259997,0.380826637765959,0.25,NA,"Chaetura spinicaudustavg","SP288"
"Chaetura vauxi","bird","Caprimulgiformes","Apodidae",10,"tavg",0.515151515151515,0.569717141594183,0.142857142857143,NA,"Chaetura vauxitavg","SP289"
"Chalcophaps indica","bird","Columbiformes","Columbidae",20,"tavg",-0.14589553407888,-0.146944112189205,0.0588235294117647,NA,"Chalcophaps indicatavg","SP290"
"Chalcophaps stephani","bird","Columbiformes","Columbidae",13,"tavg",0.113933075346734,0.114429929606898,0.1,NA,"Chalcophaps stephanitavg","SP291"
